,Date,Country,Energy,Production,Urban Population,Population Growth,Population,GDP in $,CO2 Emission
1614,2013,Middle East,renewable,1.1775151488139535,261050633.0,1.99108664727576,409977874.0,3553668416591.58,2445353.618
1623,2014,Middle East,renewable,1.9480021527906974,267476927.0,1.94019446034788,417932242.0,3569443658321.09,2593273.8930243
1632,2015,Middle East,renewable,2.979104559699905,274105309.0,1.88775289559977,425821770.0,3146224148913.01,2739375.8843078613
1641,2016,Middle East,renewable,4.46276657140443,280622420.0,1.82608230668902,433597626.0,3149687655679.88,2854955.152984619
1650,2017,Middle East,renewable,5.5444279018804945,287047910.0,1.76606317489384,441255234.0,3275008659269.25,2974854.5639953613
1659,2018,Middle East,renewable,7.442849922311515,293463198.0,1.7354185083728602,448912859.0,3616868655711.47,3099179.0390319824
1668,1982,Africa,renewable,0.236,94123455.0,2.89309384475105,405688903.0,349108366367.861,426457.618956291
1677,1983,Africa,renewable,0.23,98734387.0,2.8930488147959,417425681.0,303964037529.75604,433261.823575716
1686,1984,Africa,renewable,0.234,103678047.0,2.89782290610911,429521938.0,266231902787.32895,464893.186188336
1695,1985,Africa,renewable,0.269,108996884.0,2.90231322247388,441988010.0,252988063151.375,476651.655768622
1704,1986,Africa,renewable,0.659,114614216.0,2.9067799825610603,454835629.0,260336111190.53,482696.529019139
1713,1987,Africa,renewable,0.6579999999999999,120453617.0,2.9060034344846897,468053168.0,294043923959.352,475233.49277081
1722,1988,Africa,renewable,0.626,126524879.0,2.89307389112683,481594292.0,302566908437.938,505904.52453451796
1731,1989,Africa,renewable,0.617,132797324.0,2.86820239140211,495407391.0,301056772873.864,481497.976564295
1740,1990,Africa,renewable,0.732,139406814.0,2.8349314635073704,509451851.0,336946365795.332,438830.25361437
1749,1991,Africa,renewable,0.738,145817745.0,2.80204340645334,523726913.0,342668045723.391,453466.830859884
1758,1992,Africa,renewable,0.762250000088655,152384337.0,2.7723524683559604,538246469.0,338025357341.352,437483.80720278295
1767,1993,Africa,renewable,0.841700000043806,159086059.0,2.74481930693354,553020362.0,315308704270.542,458492.822286055
1776,1994,Africa,renewable,0.73440000004172,165682794.0,2.7217164202717,568072008.0,310652448774.628,466742.1248187521
1785,1995,Africa,renewable,0.919000000022946,172359341.0,2.70058245855338,583413261.0,356222737428.803,500758.62881921796
1794,1996,Africa,renewable,1.127193087931895,179183259.0,2.68326399937624,599067779.0,367775706181.72296,511091.678739255
1803,1997,Africa,renewable,1.2358404082118077,186236499.0,2.66857817435712,615054371.0,382330961343.941,532827.7360952339
1812,1998,Africa,renewable,1.5381492855965277,193440991.0,2.65769755825376,631400656.0,368923301966.081,519714.277543901
1821,1999,Africa,renewable,1.5079247989676567,200883919.0,2.6524616090991096,648148316.0,372308147165.275,523849.718877
1830,2000,Africa,renewable,2.418823439089816,208604477.0,2.65051448502105,665327581.0,396810544343.938,564526.615857096
1839,2001,Africa,renewable,2.732132631578947,217045674.0,2.64959540283962,682956070.0,378359733583.336,573267.68746627
1848,2002,Africa,renewable,2.715765010101011,225886053.0,2.6517220939262,701066167.0,412465897700.994,571035.215555922
1857,2003,Africa,renewable,3.152488010101011,235096238.0,2.6602399142733,719716209.0,517212827881.005,625891.826328114
1866,2004,Africa,renewable,3.747432422436283,244719384.0,2.6770337751279,738983255.0,644304487627.321,690781.602733878
1875,2005,Africa,renewable,3.795494055821372,254841261.0,2.6984949746933,758924681.0,764713213465.115,663129.309701719
1884,2006,Africa,renewable,4.636260243612597,265359797.0,2.7199193170000298,779566820.0,909081981434.464,695990.703858024
1893,2007,Africa,renewable,4.1847726567373735,275977884.0,2.73763755106971,800908534.0,1055254020414.74,721088.427042521
1902,2008,Africa,renewable,4.629523333414141,287747756.0,2.7514905965529297,822945457.0,1209764859134.98,754971.6491378909
1911,2009,Africa,renewable,5.221474056494949,300021875.0,2.75957012786571,845655214.0,1148078019919.25,743994.403343226
1920,2010,Africa,renewable,6.296553248444444,312834987.0,2.7635248518671,869025106.0,1369735391918.67,746611.911868295
1929,2011,Africa,renewable,6.889567851494947,326174892.0,2.7641394747000403,893046172.0,1552537242838.54,757777.9736951779
1938,2012,Africa,renewable,7.5660732286843775,339900644.0,2.76366460926948,917726973.0,1635765918245.35,767551.980068843
1947,2013,Africa,renewable,8.770665291618478,354122414.0,2.75834728026459,943041070.0,1739513778367.17,784109.182285252
1956,2014,Africa,renewable,12.486973183519673,368874311.0,2.7484186876399703,968959787.0,1827031487774.01,822819.0340742429
1965,2015,Africa,renewable,19.52327925806166,384158105.0,2.73475652504038,995458478.0,1661740323494.26,836576.8628540039
1974,2016,Africa,renewable,23.391996417262984,399973167.0,2.719155404089089,1022526541.0,1545944112397.67,851770.9956970215
1983,2017,Africa,renewable,26.8983056825083,416329874.0,2.7018497703718705,1050153672.0,1679945005255.79,866136.7108154297
1992,2018,Africa,renewable,31.876051403171886,433229303.0,2.68083126790228,1078306520.0,1699461795349.79,879582.1266784668
2001,1982,Asia Pacific,renewable,15.951894263157907,467484920.0,1.63564711195407,1608678553.0,1957988285914.51,3279927.00974151
2010,1983,Asia Pacific,renewable,18.067806421052644,484360430.0,1.60761663365075,1634539937.0,2084048804226.94,3379308.41184069
2019,1984,Asia Pacific,renewable,19.742137421052643,501415053.0,1.50447697504011,1659131214.0,2232501979109.45,3613904.52075002
2028,1985,Asia Pacific,renewable,20.791486815209378,518997865.0,1.51667781231919,1684294889.0,2356153018861.55,3782659.9415098
2037,1986,Asia Pacific,renewable,21.68988971110644,537641932.0,1.58493279142166,1710989831.0,3079846933950.54,3913007.9855406
2046,1987,Asia Pacific,renewable,22.00974973684211,557248598.0,1.6412554587532198,1739071545.0,3616694140444.28,4093944.87805174
2055,1988,Asia Pacific,renewable,23.82670436842107,577402435.0,1.63064855390984,1767429690.0,4351569576481.54,4421226.09811271
2064,1989,Asia Pacific,renewable,25.9293627894737,597931847.0,1.56891321657045,1795159128.0,4531271742927.52,4559018.58064161
2073,1990,Asia Pacific,renewable,21.984061410764852,618773331.0,1.50594248600784,1822193192.0,4732335225532.58,4703785.13167394
2082,1991,Asia Pacific,renewable,22.533974651464884,640395173.0,1.4284432690383997,1848222188.0,5343085731008.26,4912997.30841039
2091,1992,Asia Pacific,renewable,22.817189195453846,661920340.0,1.31253391272456,1872480731.0,5837716046226.37,5156986.82439685
2100,1993,Asia Pacific,renewable,22.873367742532025,683765391.0,1.2505757529208,1895897521.0,6529005124704.31,5447899.73718718
2109,1994,Asia Pacific,renewable,26.604775485040747,706331364.0,1.2375247997383798,1919359723.0,7301176579946.07,5758134.25389388
2118,1995,Asia Pacific,renewable,31.56011192861102,729384273.0,1.2020536704781202,1942431457.0,8296083785441.65,6122092.9773114985
2127,1996,Asia Pacific,renewable,31.932688748085358,752839243.0,1.1694130528076698,1965146504.0,7992328893743.43,6413087.36897593
2136,1997,Asia Pacific,renewable,36.23877663563896,776355965.0,1.12811222750445,1987315562.0,7647524374400.17,6523428.28242819
2145,1998,Asia Pacific,renewable,39.2275512493291,800178870.0,1.07632262379475,2008705489.0,6856985467434.18,6184239.13673583
2154,1999,Asia Pacific,renewable,43.55516863844127,823921905.0,0.992917334533146,2028650274.0,7655807408380.83,6313362.34652766
2163,2000,Asia Pacific,renewable,47.0605851946268,848148025.0,0.936082736555505,2047640119.0,8281309000052.6,6547512.56528968
2172,2001,Asia Pacific,renewable,48.76584570970737,876209820.0,0.89234220556898,2065912076.0,7702594292620.73,6681613.48013782
2181,2002,Asia Pacific,renewable,51.49317413868117,906126769.0,0.836145748924906,2083186112.0,7825085614731.88,7132996.3231742
2190,2003,Asia Pacific,renewable,55.19531777686966,936055652.0,0.78803938378023,2099602439.0,8602544831389.09,7900304.85077778
2199,2004,Asia Pacific,renewable,62.97582697581503,966147698.0,0.755199017941322,2115458616.0,9647688135570.9,8716017.43856854
2208,2005,Asia Pacific,renewable,74.324491602768,996426782.0,0.7415988136730359,2131146832.0,10294176822671.1,9373914.30299666
